Date,User_ID,Session_Duration,Traffic_Source,Device,Added_to_Cart,Purchased,Rating
2023-06-10,6724,1406,Organic,Desktop,Yes,No,2
2023-06-10,2914,410,Referral,Mobile,No,No,3
2023-06-10,6660,1712,Paid,Mobile,Yes,No,3
2023-06-11,6694,136,Direct,Tablet,No,Yes,3
2023-06-11,2179,1594,Referral,Desktop,No,No,3
2023-06-11,3625,56,Paid,Tablet,No,No,5
2023-06-12,2556,1068,Organic,Desktop,No,No,2
2023-06-12,3654,756,Social Media,Mobile,No,No,5
2023-06-12,6430,800,Social Media,Tablet,Yes,No,2
2023-06-12,6374,1390,Social Media,Mobile,No,No,1
2023-06-12,6879,1224,Direct,Desktop,No,Yes,4
2023-06-13,3422,988,Paid,Mobile,No,No,5
2023-06-13,7382,1497,Referral,Mobile,Yes,No,3
2023-06-13,9326,952,Paid,Tablet,Yes,No,1
2023-06-14,9744,1144,Social Media,Tablet,No,Yes,4
2023-06-14,3526,1621,Referral,Mobile,Yes,Yes,2
2023-06-14,5926,46,Direct,Tablet,Yes,No,4
2023-06-14,4401,524,Direct,Mobile,Yes,No,5
2023-06-15,6993,824,Direct,Desktop,No,No,2
2023-06-15,5227,1329,Paid,Mobile,Yes,No,4
2023-06-16,4247,368,Paid,Mobile,No,Yes,2
2023-06-16,6053,1605,Social Media,Desktop,Yes,Yes,5
2023-06-16,7747,897,Referral,Tablet,No,No,4
2023-06-16,9169,590,Direct,Mobile,Yes,No,4
2023-06-16,4514,39,Organic,Tablet,No,No,5
2023-06-17,1256,275,Social Media,Desktop,No,Yes,4
2023-06-17,8310,121,Paid,Tablet,No,No,2
2023-06-17,4239,1395,Paid,Desktop,No,No,4
2023-06-17,3070,1316,Organic,Desktop,Yes,No,4
2023-06-18,2168,95,Paid,Desktop,No,No,1
2023-06-18,9085,829,Organic,Desktop,No,No,1
2023-06-18,4808,1752,Paid,Mobile,No,No,
2023-06-18,6292,1119,Organic,Mobile,Yes,No,5
2023-06-18,5292,485,Paid,Tablet,Yes,No,4
2023-06-19,3013,560,Referral,Mobile,Yes,No,2
2023-06-20,9002,966,Organic,Mobile,No,Yes,3
2023-06-20,9940,204,Referral,Desktop,Yes,No,5
2023-06-20,4133,1242,Organic,Desktop,No,No,4
2023-06-21,5262,380,Paid,Desktop,No,No,5
2023-06-21,2574,1160,Paid,Mobile,No,No,1
2023-06-21,7172,819,Organic,Mobile,Yes,No,2
2023-06-21,9070,526,Referral,Mobile,No,No,1
2023-06-21,1414,547,Paid,Desktop,No,Yes,5
2023-06-21,2736,1308,Paid,Tablet,Yes,No,5
2023-06-22,2239,1516,Paid,Tablet,Yes,No,4
2023-06-22,4653,389,Organic,Mobile,Yes,No,2
2023-06-22,7230,751,Referral,Tablet,No,Yes,1
2023-06-24,8042,1631,Organic,Mobile,No,No,3
2023-06-24,5939,986,Paid,Mobile,No,No,3
2023-06-24,2701,1566,Paid,Tablet,Yes,No,4
2023-06-24,5357,34,Social Media,Mobile,Yes,No,3
2023-06-24,6546,1384,Social Media,Desktop,No,No,4
2023-06-24,8600,1414,Paid,Desktop,Yes,No,3
2023-06-24,2469,676,Referral,Tablet,No,No,3
2023-06-24,8242,690,Social Media,Desktop,No,No,4
2023-06-25,3538,404,Paid,Tablet,Yes,No,2
2023-06-25,4225,927,Social Media,Tablet,No,No,4
2023-06-25,6323,1037,Organic,Mobile,No,Yes,5
2023-06-25,4845,1679,Paid,Tablet,No,No,4
2023-06-26,8313,1260,Social Media,Tablet,Yes,No,
2023-06-26,2344,1157,Referral,Tablet,No,No,5
2023-06-26,9567,1441,Direct,Tablet,No,No,4
2023-06-26,3407,473,Referral,Tablet,Yes,Yes,1
2023-06-26,8060,1246,Social Media,Tablet,No,No,5
2023-06-26,8001,1399,Referral,Tablet,No,Yes,5
2023-06-26,9978,1180,Referral,Desktop,No,No,4
2023-06-27,6176,1558,Direct,Desktop,No,Yes,3
2023-06-27,2356,595,Direct,Tablet,No,No,1
2023-06-27,5274,1312,Paid,Tablet,No,No,5
2023-06-28,1760,1328,Direct,Desktop,No,No,5
2023-06-28,6782,1738,Organic,Tablet,No,Yes,5
2023-06-28,3170,322,Paid,Mobile,No,No,3
2023-06-30,4401,61,Organic,Mobile,Yes,No,2
2023-06-30,5716,98,Social Media,Mobile,Yes,No,2
2023-06-30,4555,1770,Referral,Tablet,Yes,No,1
2023-06-30,8034,1672,Organic,Tablet,No,No,4
2023-06-30,8467,635,Social Media,Tablet,No,No,5
2023-06-30,8503,493,Social Media,Tablet,No,Yes,3
2023-06-30,1393,955,Organic,Desktop,Yes,Yes,1
2023-06-30,6819,370,Direct,Tablet,No,No,4
2023-07-01,6086,1699,Organic,Desktop,No,Yes,3
2023-07-01,9791,876,Organic,Tablet,No,No,3
2023-07-01,9168,736,Direct,Mobile,Yes,No,5
2023-07-01,7965,1513,Social Media,Desktop,No,No,3
2023-07-02,1092,839,Paid,Tablet,Yes,No,
2023-07-02,9720,921,Social Media,Tablet,No,Yes,2
2023-07-02,4363,757,Paid,Tablet,No,No,
2023-07-03,4691,1382,Referral,Desktop,No,No,4
2023-07-03,9774,59,Organic,Desktop,No,No,3
2023-07-03,2079,1256,Social Media,Mobile,No,No,3
2023-07-03,7475,1134,Direct,Tablet,No,No,1
2023-07-04,4167,1069,Paid,Desktop,Yes,No,3
2023-07-04,8075,1213,Paid,Desktop,No,Yes,
2023-07-04,9879,1583,Social Media,Desktop,No,No,5
2023-07-04,2872,1770,Referral,Desktop,No,No,5
2023-07-04,3639,1033,Social Media,Desktop,Yes,No,4
2023-07-05,5735,486,Paid,Desktop,No,Yes,3
2023-07-05,9859,605,Direct,Desktop,Yes,No,5
2023-07-05,6127,1773,Paid,Desktop,Yes,No,2
2023-07-05,1888,135,Organic,Mobile,Yes,No,3
2023-07-06,8045,445,Paid,Tablet,No,No,3
2023-07-06,4749,429,Referral,Tablet,Yes,No,5
2023-07-06,8804,1700,Referral,Mobile,Yes,No,3
2023-07-07,4677,1556,Referral,Desktop,No,No,
2023-07-07,6906,1375,Paid,Tablet,No,No,1
2023-07-07,1032,1231,Social Media,Tablet,No,No,
2023-07-07,7655,362,Paid,Tablet,Yes,No,3
2023-07-07,5637,1131,Organic,Desktop,No,No,4
2023-07-08,4293,1650,Paid,Mobile,Yes,Yes,5
2023-07-08,7082,32,Direct,Mobile,Yes,No,
2023-07-08,6698,100,Social Media,Desktop,Yes,No,4
2023-07-08,1132,517,Referral,Tablet,Yes,No,4
2023-07-08,5521,1304,Paid,Desktop,No,No,4
2023-07-08,4385,1726,Social Media,Mobile,No,No,3
2023-07-09,5083,274,Paid,Desktop,No,No,5
2023-07-09,8573,1181,Direct,Desktop,No,No,1
2023-07-10,4259,756,Referral,Desktop,No,No,4
2023-07-10,4838,835,Organic,Mobile,No,No,4
2023-07-11,8145,457,Direct,Desktop,Yes,No,4
2023-07-11,8481,597,Referral,Desktop,No,No,4
2023-07-11,7841,1284,Organic,Mobile,No,No,5
2023-07-11,2306,594,Social Media,Mobile,No,No,3
2023-07-11,8699,1083,Direct,Mobile,No,No,5
2023-07-11,2884,363,Direct,Mobile,No,No,4
2023-07-11,1947,1011,Organic,Desktop,No,No,5
2023-07-12,4183,130,Referral,Desktop,Yes,No,1
2023-07-12,1246,228,Paid,Tablet,Yes,No,
2023-07-12,3720,1678,Paid,Mobile,Yes,Yes,5
2023-07-13,3114,904,Organic,Mobile,No,No,3
2023-07-13,4677,1202,Paid,Tablet,Yes,No,4
2023-07-13,1244,1638,Organic,Desktop,No,Yes,5
2023-07-13,1521,1705,Organic,Desktop,Yes,No,4
2023-07-13,3983,1644,Paid,Desktop,Yes,No,
2023-07-13,1990,831,Direct,Mobile,Yes,No,5
2023-07-13,4541,503,Paid,Desktop,No,No,5
2023-07-13,5865,1281,Social Media,Mobile,Yes,No,5
2023-07-13,6851,776,Direct,Mobile,No,Yes,
2023-07-13,2721,347,Referral,Tablet,Yes,Yes,2
2023-07-14,1882,1377,Direct,Tablet,Yes,No,3
2023-07-14,9733,783,Social Media,Mobile,No,No,
2023-07-14,8522,1157,Referral,Mobile,Yes,No,3
2023-07-14,9090,594,Organic,Mobile,Yes,Yes,3
2023-07-14,1232,1666,Organic,Mobile,No,No,4
2023-07-14,6539,1340,Direct,Mobile,No,No,4
2023-07-14,9243,337,Direct,Desktop,Yes,No,1
2023-07-15,1096,953,Direct,Tablet,No,No,3
2023-07-15,2932,997,Organic,Mobile,No,No,
2023-07-15,9989,435,Paid,Tablet,Yes,No,2
2023-07-15,8271,788,Organic,Tablet,No,No,5
2023-07-15,8756,800,Organic,Desktop,Yes,No,5
2023-07-15,2909,1788,Paid,Tablet,No,No,4
2023-07-16,4650,862,Organic,Desktop,No,No,1
2023-07-17,2054,368,Social Media,Mobile,Yes,No,4
2023-07-17,4216,1209,Referral,Desktop,No,No,3
2023-07-17,5879,260,Direct,Tablet,No,Yes,1
2023-07-17,6006,1307,Organic,Desktop,Yes,Yes,4
2023-07-17,4683,319,Direct,Tablet,No,Yes,1
2023-07-17,4199,73,Organic,Desktop,Yes,No,3
2023-07-17,8216,1656,Organic,Desktop,No,Yes,3
2023-07-18,1681,1204,Paid,Mobile,No,No,4
2023-07-18,8099,275,Direct,Mobile,No,No,4
2023-07-18,5943,1794,Paid,Desktop,Yes,No,
2023-07-18,3620,583,Referral,Desktop,No,Yes,5
2023-07-18,9656,1087,Direct,Mobile,No,Yes,4
2023-07-19,8351,557,Direct,Desktop,Yes,No,4
2023-07-19,5512,1289,Paid,Desktop,Yes,No,5
2023-07-19,3173,876,Paid,Mobile,No,No,5
2023-07-20,9194,1173,Organic,Desktop,No,No,
2023-07-20,6873,1738,Social Media,Mobile,No,No,
2023-07-20,2537,1597,Referral,Tablet,No,No,5
2023-07-20,1519,1476,Social Media,Desktop,Yes,No,2
2023-07-20,2317,513,Social Media,Desktop,Yes,No,3
2023-07-20,6423,325,Paid,Desktop,Yes,No,
2023-07-21,3590,1573,Paid,Mobile,Yes,No,5
2023-07-21,2234,1253,Social Media,Mobile,Yes,Yes,4
2023-07-21,8764,573,Direct,Desktop,No,No,3
2023-07-22,3847,719,Paid,Desktop,Yes,No,4
2023-07-22,5419,789,Direct,Mobile,No,No,2
2023-07-23,2018,604,Organic,Mobile,Yes,Yes,3
2023-07-23,6559,1021,Referral,Mobile,No,No,3
2023-07-23,5887,120,Social Media,Mobile,Yes,No,4
2023-07-23,4683,288,Referral,Tablet,No,Yes,2
2023-07-24,4279,429,Direct,Desktop,No,No,1
2023-07-24,5408,1457,Social Media,Mobile,No,No,1
2023-07-24,4257,494,Paid,Mobile,Yes,No,3
2023-07-24,1397,1358,Organic,Mobile,Yes,No,5
2023-07-24,6365,308,Organic,Mobile,Yes,No,4
2023-07-24,9417,1016,Referral,Tablet,Yes,Yes,3
2023-07-25,6740,1106,Social Media,Tablet,No,Yes,3
2023-07-25,2386,742,Referral,Mobile,No,No,3
2023-07-25,8790,872,Direct,Desktop,Yes,Yes,2
2023-07-25,1312,968,Referral,Mobile,Yes,No,4
2023-07-25,6824,160,Direct,Mobile,No,No,2
2023-07-26,7833,1453,Organic,Desktop,No,Yes,1
2023-07-26,8871,592,Organic,Tablet,No,No,4
2023-07-26,8867,379,Social Media,Desktop,No,No,5
2023-07-26,7621,1262,Referral,Tablet,No,No,5
2023-07-27,1347,733,Referral,Desktop,No,No,
2023-07-27,6108,1518,Organic,Desktop,No,Yes,
2023-07-27,4407,1515,Direct,Tablet,Yes,Yes,3
2023-07-27,8238,1370,Organic,Tablet,No,Yes,4
2023-07-27,3047,1708,Direct,Desktop,No,No,4
2023-07-28,5656,1701,Organic,Mobile,Yes,Yes,
2023-07-28,2379,886,Referral,Tablet,No,No,4
2023-07-28,2749,43,Direct,Tablet,Yes,No,
2023-07-28,5273,882,Direct,Tablet,No,No,3
2023-07-29,1092,1559,Referral,Tablet,No,No,3
2023-07-29,7103,983,Organic,Tablet,No,No,4
2023-07-29,4345,108,Direct,Tablet,Yes,No,5
2023-07-29,4089,732,Direct,Mobile,Yes,Yes,
2023-07-29,2461,120,Direct,Mobile,Yes,No,3
2023-07-29,1521,1136,Social Media,Tablet,No,No,1
2023-07-29,7458,1603,Referral,Mobile,No,No,2
2023-07-29,7065,1551,Paid,Desktop,Yes,No,
2023-07-29,3042,79,Referral,Tablet,No,No,4
2023-07-30,2447,518,Organic,Tablet,Yes,No,4
2023-07-30,2801,770,Organic,Tablet,Yes,Yes,3
2023-07-30,2423,1297,Social Media,Mobile,No,No,
2023-07-31,8928,1097,Referral,Mobile,No,No,
2023-07-31,8396,894,Paid,Tablet,No,No,2
2023-08-01,6212,863,Social Media,Desktop,No,No,3
2023-08-01,1706,1442,Referral,Mobile,No,Yes,3
2023-08-01,3343,1146,Referral,Desktop,No,No,5
2023-08-01,3728,456,Referral,Tablet,No,No,4
2023-08-01,6095,1381,Social Media,Desktop,Yes,No,4
2023-08-02,9234,1030,Paid,Mobile,No,No,4
2023-08-02,2754,428,Organic,Tablet,Yes,No,3
2023-08-02,2125,1608,Organic,Mobile,Yes,No,5
2023-08-02,8857,897,Paid,Desktop,No,No,5
2023-08-03,7041,1381,Organic,Desktop,No,No,5
2023-08-03,3072,510,Organic,Tablet,No,No,5
2023-08-03,9146,920,Organic,Desktop,Yes,No,3
2023-08-03,3161,1164,Organic,Mobile,Yes,No,5
2023-08-04,4985,1168,Organic,Desktop,Yes,No,3
2023-08-04,6204,59,Social Media,Tablet,No,Yes,1
2023-08-04,8282,706,Referral,Tablet,Yes,No,4
2023-08-04,6991,285,Paid,Tablet,No,No,5
2023-08-04,1233,794,Social Media,Desktop,No,Yes,4
2023-08-05,9221,1191,Organic,Mobile,No,Yes,3
2023-08-05,2564,1628,Direct,Mobile,Yes,Yes,2
2023-08-05,7780,1312,Organic,Mobile,No,No,
2023-08-05,3068,246,Paid,Mobile,No,No,1
2023-08-05,7742,734,Referral,Tablet,No,No,3
2023-08-06,6752,773,Referral,Mobile,No,No,4
2023-08-06,9055,1134,Direct,Tablet,Yes,No,
2023-08-06,9422,1286,Social Media,Mobile,Yes,No,4
2023-08-07,3709,1792,Social Media,Mobile,Yes,Yes,1
2023-08-07,3024,715,Social Media,Mobile,Yes,No,4
2023-08-07,1065,238,Social Media,Tablet,No,No,4
2023-08-07,7035,975,Organic,Tablet,Yes,No,2
2023-08-08,3845,978,Paid,Tablet,Yes,Yes,3
2023-08-08,4981,1629,Direct,Mobile,Yes,No,5
2023-08-08,9697,652,Paid,Tablet,No,No,3
2023-08-09,7184,39,Social Media,Mobile,No,No,3
2023-08-09,9113,150,Referral,Tablet,No,No,4
2023-08-10,4273,1023,Organic,Mobile,No,Yes,5
2023-08-10,9926,1041,Social Media,Mobile,Yes,No,5
2023-08-11,1583,869,Direct,Tablet,No,No,3
2023-08-11,2428,208,Paid,Mobile,No,No,4
2023-08-11,2614,989,Direct,Mobile,No,No,4
2023-08-11,8532,1748,Social Media,Desktop,No,No,
2023-08-11,7806,82,Organic,Tablet,Yes,No,4
2023-08-11,4690,1454,Paid,Tablet,Yes,No,2
2023-08-11,7843,1678,Organic,Desktop,No,Yes,5
2023-08-11,3514,174,Paid,Tablet,Yes,No,
2023-08-11,5911,678,Organic,Tablet,Yes,No,2
2023-08-11,2131,1622,Direct,Desktop,No,Yes,3
2023-08-12,7261,1061,Referral,Desktop,No,No,5
2023-08-12,9733,964,Social Media,Desktop,No,No,2
2023-08-12,3611,787,Organic,Mobile,Yes,No,
2023-08-12,3768,115,Paid,Mobile,No,No,3
2023-08-12,8207,354,Organic,Tablet,Yes,No,2
2023-08-12,4308,101,Direct,Desktop,No,No,5
2023-08-12,1075,1442,Organic,Tablet,No,No,
2023-08-13,5566,30,Direct,Desktop,No,No,5
2023-08-13,9691,1214,Social Media,Desktop,No,Yes,5
2023-08-13,6024,688,Paid,Tablet,No,No,3
2023-08-14,5710,745,Organic,Tablet,No,No,4
2023-08-14,5329,1170,Direct,Mobile,Yes,No,5
2023-08-15,5474,305,Paid,Mobile,No,No,2
2023-08-15,6519,554,Social Media,Mobile,No,No,5
2023-08-15,1595,1297,Organic,Mobile,No,No,3
2023-08-16,7799,1156,Organic,Mobile,Yes,No,3
2023-08-16,2754,812,Paid,Desktop,No,No,2
2023-08-16,5190,1198,Social Media,Desktop,Yes,No,4
2023-08-16,5883,932,Paid,Desktop,Yes,Yes,
2023-08-16,2129,1699,Paid,Mobile,Yes,No,
2023-08-16,8329,950,Referral,Mobile,Yes,No,4
2023-08-16,1104,1413,Direct,Tablet,Yes,Yes,4
2023-08-17,4229,929,Social Media,Desktop,Yes,No,4
2023-08-17,8965,762,Direct,Tablet,Yes,No,4
2023-08-17,9325,1749,Social Media,Desktop,Yes,No,2
2023-08-17,9795,1796,Direct,Tablet,Yes,No,1
2023-08-17,2050,843,Referral,Tablet,No,Yes,2
2023-08-17,6534,1789,Referral,Mobile,No,Yes,5
2023-08-18,4202,655,Social Media,Desktop,No,No,
2023-08-18,9134,823,Referral,Mobile,Yes,No,2
2023-08-18,6936,1345,Paid,Mobile,No,No,4
2023-08-18,7963,992,Paid,Mobile,No,Yes,3
2023-08-19,5497,1101,Paid,Mobile,Yes,No,2
2023-08-19,4148,334,Referral,Desktop,Yes,Yes,3
2023-08-19,1329,134,Social Media,Tablet,Yes,No,4
2023-08-19,5944,1126,Organic,Mobile,No,No,2
2023-08-20,6543,1423,Referral,Desktop,No,No,2
2023-08-20,1730,1028,Referral,Mobile,Yes,No,5
2023-08-20,1797,746,Direct,Desktop,Yes,No,3
2023-08-20,1597,1266,Social Media,Mobile,Yes,No,5
2023-08-21,1840,1743,Referral,Mobile,Yes,No,5
2023-08-21,5712,639,Paid,Tablet,No,No,1
2023-08-21,8951,1199,Social Media,Desktop,No,No,2
2023-08-21,4896,1091,Organic,Mobile,No,No,4
2023-08-21,3722,75,Direct,Mobile,Yes,No,2
2023-08-21,6648,284,Social Media,Desktop,No,No,5
2023-08-21,2915,1091,Paid,Desktop,No,No,3
2023-08-21,9120,1725,Paid,Desktop,Yes,Yes,5
2023-08-22,9040,1327,Referral,Mobile,No,Yes,1
2023-08-22,2118,201,Social Media,Desktop,Yes,No,2
2023-08-23,1288,198,Referral,Desktop,No,No,2
2023-08-23,6747,440,Referral,Desktop,No,Yes,4
2023-08-24,5239,608,Referral,Tablet,No,No,4
2023-08-24,6003,577,Social Media,Mobile,Yes,No,4
2023-08-24,4768,1227,Referral,Desktop,No,No,4
2023-08-24,5320,768,Organic,Tablet,No,No,2
2023-08-24,8979,1313,Organic,Tablet,No,No,4
2023-08-25,9201,460,Social Media,Desktop,Yes,No,3
2023-08-25,4301,1351,Paid,Desktop,Yes,No,3
2023-08-25,4628,911,Organic,Tablet,No,No,4
2023-08-25,5023,1789,Organic,Tablet,Yes,Yes,5
2023-08-25,5508,116,Referral,Desktop,No,Yes,4
2023-08-26,2160,333,Social Media,Desktop,No,No,
2023-08-27,4873,223,Direct,Tablet,No,No,3
2023-08-27,5795,1476,Paid,Desktop,Yes,No,3
2023-08-27,6666,1254,Paid,Tablet,Yes,Yes,
2023-08-27,8892,1375,Organic,Tablet,No,No,2
2023-08-28,5428,91,Paid,Desktop,No,No,
2023-08-28,9712,133,Social Media,Mobile,No,Yes,5
2023-08-28,6935,1486,Referral,Mobile,Yes,No,5
2023-08-28,1892,228,Referral,Tablet,No,No,
2023-08-28,1761,81,Direct,Mobile,Yes,Yes,2
2023-08-29,2950,1126,Organic,Mobile,Yes,No,4
2023-08-29,8236,1636,Organic,Mobile,Yes,Yes,1
2023-08-29,7200,1201,Referral,Tablet,Yes,Yes,1
2023-08-29,8540,998,Referral,Tablet,No,No,3
2023-08-30,1073,1649,Paid,Tablet,No,No,4
2023-08-30,2786,1461,Paid,Tablet,No,No,2
2023-08-30,5633,45,Social Media,Tablet,No,No,2
2023-08-30,2238,922,Paid,Mobile,No,No,5
2023-08-30,3196,755,Referral,Tablet,Yes,No,5
2023-08-31,1023,174,Direct,Mobile,No,No,3
2023-08-31,7044,1559,Direct,Desktop,No,No,1
2023-08-31,3456,604,Referral,Tablet,No,No,4
2023-08-31,2025,1175,Referral,Desktop,No,No,3
2023-08-31,1007,1528,Social Media,Tablet,No,No,2
2023-08-31,3303,1163,Organic,Mobile,No,No,4
2023-08-31,5975,145,Social Media,Desktop,Yes,No,3
2023-09-01,3223,835,Referral,Tablet,No,Yes,4
2023-09-01,8574,79,Direct,Mobile,No,No,3
2023-09-01,2787,66,Organic,Tablet,No,No,4
2023-09-02,5522,705,Social Media,Desktop,Yes,No,5
2023-09-02,9677,1132,Social Media,Desktop,No,No,4
2023-09-02,5710,96,Referral,Tablet,No,No,
2023-09-02,1783,1552,Social Media,Desktop,No,No,
2023-09-02,5507,883,Referral,Mobile,No,Yes,3
2023-09-02,1906,87,Organic,Mobile,No,Yes,1
2023-09-02,4499,1695,Social Media,Desktop,No,No,5
2023-09-03,3205,1187,Paid,Tablet,Yes,Yes,5
2023-09-03,6611,593,Organic,Mobile,No,No,2
2023-09-03,2667,414,Organic,Mobile,Yes,No,4
2023-09-03,2348,452,Social Media,Mobile,Yes,No,4
2023-09-03,5781,214,Paid,Mobile,Yes,No,3
2023-09-04,1789,1542,Direct,Desktop,Yes,No,5
2023-09-04,2597,939,Organic,Mobile,No,No,5
2023-09-04,7702,1773,Social Media,Tablet,No,No,4
2023-09-04,7521,1311,Organic,Desktop,Yes,No,3
2023-09-05,3956,549,Organic,Tablet,Yes,No,1
2023-09-05,9283,709,Direct,Desktop,Yes,No,3
2023-09-05,4918,144,Paid,Mobile,No,Yes,4
2023-09-05,4520,668,Organic,Desktop,No,No,1
2023-09-05,4536,513,Paid,Tablet,No,No,
2023-09-05,8715,50,Direct,Desktop,No,No,3
2023-09-05,9974,1214,Paid,Tablet,No,No,
2023-09-05,3131,183,Organic,Mobile,Yes,No,2
2023-09-06,5183,1083,Direct,Mobile,No,No,4
2023-09-06,5038,1079,Organic,Mobile,Yes,No,4
2023-09-06,3317,1100,Organic,Desktop,No,No,3
2023-09-06,8490,732,Referral,Desktop,No,No,1
2023-09-07,3642,1062,Paid,Tablet,No,Yes,4
2023-09-07,3311,1069,Organic,Tablet,No,No,1
2023-09-07,4093,1296,Social Media,Tablet,Yes,No,4
2023-09-07,9480,1451,Direct,Desktop,Yes,No,
2023-09-07,7302,720,Organic,Desktop,Yes,No,
2023-09-08,3422,628,Organic,Tablet,No,Yes,2
2023-09-08,5543,431,Referral,Tablet,No,No,4
2023-09-08,6957,485,Social Media,Desktop,Yes,Yes,1
2023-09-08,1317,1579,Social Media,Tablet,Yes,No,4
2023-09-08,2426,1582,Paid,Tablet,No,No,5
2023-09-08,1951,944,Referral,Mobile,No,Yes,
2023-09-09,8347,1171,Direct,Mobile,Yes,No,5
2023-09-09,4339,656,Direct,Desktop,Yes,No,2
2023-09-10,5238,115,Paid,Mobile,No,Yes,
2023-09-10,5349,1512,Social Media,Desktop,No,No,4
2023-09-10,3722,471,Referral,Tablet,No,No,1
2023-09-10,3593,200,Social Media,Tablet,Yes,No,4
2023-09-10,7300,1270,Social Media,Tablet,No,No,5
2023-09-10,2231,1620,Referral,Tablet,Yes,Yes,3
2023-09-10,6430,1169,Social Media,Desktop,No,Yes,4
2023-09-10,2816,554,Paid,Mobile,No,Yes,4
2023-09-11,7572,1202,Paid,Desktop,Yes,No,4
2023-09-11,3338,213,Organic,Mobile,No,No,4
2023-09-11,4285,656,Paid,Desktop,No,No,2
2023-09-12,6402,1428,Paid,Mobile,No,No,3
2023-09-12,5402,491,Direct,Desktop,No,No,5
2023-09-12,3036,234,Organic,Mobile,No,No,2
2023-09-12,9848,1006,Organic,Mobile,Yes,No,5
2023-09-12,4272,1072,Social Media,Desktop,No,No,3
2023-09-12,5962,658,Social Media,Tablet,No,No,5
2023-09-12,3513,1213,Paid,Tablet,No,No,3
2023-09-12,2986,1626,Social Media,Tablet,No,No,
2023-09-13,1581,1024,Referral,Desktop,Yes,No,3
2023-09-13,4574,1231,Paid,Mobile,No,Yes,5
2023-09-13,2682,1539,Direct,Tablet,Yes,No,3
2023-09-13,5808,274,Social Media,Mobile,No,No,4
2023-09-14,1976,1796,Organic,Mobile,No,No,4
2023-09-14,9493,432,Direct,Mobile,Yes,No,3
2023-09-14,1530,1529,Direct,Tablet,Yes,No,
2023-09-15,9949,1386,Organic,Tablet,No,Yes,4
2023-09-15,2656,917,Direct,Tablet,No,Yes,4
2023-09-15,1066,503,Paid,Mobile,Yes,No,
2023-09-15,8714,1311,Social Media,Desktop,Yes,Yes,2
2023-09-15,9534,376,Paid,Desktop,No,No,2
2023-09-16,9330,977,Social Media,Desktop,Yes,Yes,5
2023-09-16,8706,1683,Direct,Tablet,No,No,4
2023-09-16,7668,275,Direct,Desktop,Yes,Yes,2
2023-09-16,1203,443,Direct,Desktop,No,No,4
2023-09-16,7839,149,Direct,Tablet,No,No,3
2023-09-16,2364,311,Referral,Desktop,No,No,4
2023-09-17,5175,1422,Organic,Tablet,Yes,No,4
2023-09-17,1255,683,Social Media,Tablet,Yes,No,
2023-09-17,3268,1091,Referral,Tablet,Yes,No,5
2023-09-17,7299,996,Direct,Tablet,No,No,5
2023-09-17,3570,1563,Referral,Tablet,Yes,Yes,2
2023-09-18,5825,443,Paid,Desktop,Yes,No,2
2023-09-19,3356,923,Paid,Desktop,Yes,No,2
2023-09-19,4395,1351,Referral,Mobile,No,No,3
2023-09-19,2104,1183,Organic,Mobile,No,Yes,2
2023-09-19,4232,531,Social Media,Mobile,No,No,3
2023-09-20,8961,713,Direct,Tablet,Yes,No,3
2023-09-20,1156,100,Paid,Desktop,No,No,2
2023-09-20,9974,1388,Direct,Tablet,No,No,5
2023-09-20,3440,504,Referral,Tablet,No,No,4
2023-09-20,9775,403,Social Media,Tablet,Yes,No,2
2023-09-20,3888,1094,Direct,Tablet,Yes,No,5
2023-09-20,7929,142,Paid,Mobile,Yes,No,5
2023-09-20,3565,717,Referral,Desktop,No,No,4
2023-09-21,3803,804,Paid,Desktop,No,No,2
2023-09-21,6790,648,Social Media,Mobile,Yes,No,5
2023-09-21,2356,313,Paid,Desktop,Yes,No,5
2023-09-21,6526,1307,Direct,Mobile,No,No,3
2023-09-21,9812,1692,Organic,Tablet,No,No,3
2023-09-21,9598,1578,Social Media,Desktop,No,No,5
2023-09-21,1109,41,Paid,Mobile,No,No,4
2023-09-22,4758,377,Paid,Tablet,No,No,4
2023-09-22,6972,1436,Referral,Desktop,No,No,4
2023-09-22,6944,1320,Direct,Tablet,No,No,5
2023-09-22,4897,71,Organic,Desktop,No,No,5
2023-09-22,8874,191,Referral,Tablet,Yes,Yes,4
2023-09-22,6145,1347,Organic,Mobile,No,Yes,1
2023-09-23,9526,1334,Organic,Desktop,No,No,2
2023-09-23,1770,1755,Organic,Desktop,No,No,5
2023-09-23,9650,448,Organic,Tablet,No,Yes,5
2023-09-24,3258,1579,Direct,Desktop,No,No,2
2023-09-24,1421,340,Organic,Tablet,No,Yes,5
2023-09-24,7131,560,Paid,Desktop,No,No,4
2023-09-24,9450,1758,Organic,Tablet,Yes,No,5
2023-09-24,6229,1675,Social Media,Mobile,No,No,
2023-09-25,5611,650,Direct,Mobile,Yes,No,4
2023-09-25,5133,696,Referral,Mobile,No,No,1
2023-09-25,3465,1081,Direct,Mobile,No,No,2
2023-09-25,2203,247,Paid,Mobile,Yes,No,5
2023-09-26,1880,1029,Social Media,Tablet,No,No,3
2023-09-26,8412,789,Social Media,Mobile,Yes,No,2
2023-09-26,4673,178,Organic,Tablet,Yes,Yes,5
2023-09-26,5179,223,Organic,Desktop,No,No,4
2023-09-26,4240,577,Paid,Desktop,Yes,Yes,4
2023-09-26,9445,1088,Organic,Desktop,No,No,4
